,Prime Code,Agency Name,Segment,Region,Sales Executive,Underwriter,Active Agcy,Apptd Year,Last Meeting,Next Meeting,PIF Count,Quotes,Booked New Bus,Written Premium,Loss Ratio
26,0DPN99,ESSIGMANN & ASSO(,LowProd,Southern,"Womack,Cynthia","Haglund,Misty L",Yes,2020,11/30/2021, ,25,159,4,"$34,844",41.0%
27,0DPP01,HUNT INSURANCE GF,Conv,South Central,"Munger,Sean T","McRae,Mary K",Yes,2020,10/12/2021, ,29,683,27,"$74,214",140.9%
28,0DPP08,ESSIGMANN & ASSO(,ProtGrow,Southern,"Womack,Cynthia","Haglund,Misty L",Yes,2020,11/9/2021, ,198,163,23,"$340,932",65.0%
29,0DPP12,DRAZICK INSURANCE,Conv,Mid-Atlantic,"Dillon,Mike W","Swingle,Vince",Yes,2020,12/15/2021, ,101,"1,523",51,"$116,117",24.7%
30,0DPP13,WADE HUNT INSURAI,Conv,South Central,"Munger,Sean T","McRae,Mary K",Yes,2020,10/13/2021, ,98,"1,062",52,"$200,375",34.8%
31,0DPP15,ESSIGMANN & ASSO(,SolidPerf,Southern,"Womack,Cynthia","Haglund,Misty L",Yes,2020,11/1/2021, ,284,371,114,"$580,730",40.5%
32,0DPP22,CLYBURN\JOHNVNSU,Conv,Mid-Atlantic,"Abel,Anthony D","Brown,Brittany D",Yes,2020,12/16/2021, ,174,"1,767",131,"$207,002",46.0%
33,0DPP23,HOMETOWN INSURAI,SolidPerf,Southern,"Womack,Cynthia","Haglund,Misty L",Yes,2020,6/9/2021, ,205,307,83,"$341,028",44.0%
34,0DPP44,KRIS D ROGERS & AS,Profit,Southern,"Glover,C. Brian","Haglund,Misty L",Yes,2020,9/27/2021,1/20/2022,189,675,124,"$349,264",34.6%
35,0DPP56,MALHOTRA & ASSOC,LowProd,Mid-West,"Muecke,Dawn M","Rourke,Kathy",Yes,2020,11/4/2021, ,15,227,10,"$17,681",0.7%
36,0DPP57,TROY\EDVNSURANCE,Conv,Mid-Atlantic,"Lambert,Derek M",UNKNOWN,Yes,2020,11/24/2021, ,32,"1,427",31,"$45,711",7.9%
37,Additional,Details - Master Code, , , ,Page 2 of 6, , , , , , ,Printed,on 01/07/2022,02:41
